연도,상/하반기,재공급/신규공급,평수,주택명,주소지,자치구,지역등급,교통등급,모집규모밀도,당첨자순위,당첨자 가점,모집규모밀도_건수
2025,상,신규공급,29B,태성파크타운,서울특별시 영등포구 대림로35길 14 (대림동 775-14 외 1필지),영등포구,B,8분,0.000664,2순위,8점,83
2025,상,신규공급,35B,태성파크타운,서울특별시 영등포구 대림로35길 14 (대림동 775-14 외 1필지),영등포구,B,8분,0.000664,1순위,5점,83
2025,상,신규공급,40A,태성파크타운,서울특별시 영등포구 대림로35길 14 (대림동 775-14 외 1필지),영등포구,B,8분,0.000664,1순위,8점,83
2025,상,재공급,20B,구산유앤아이하우스3,서울특별시 은평구 연서로11길 29-10 (구산동 24-13),은평구,C,7분,0.000286822,1순위,8점,37
2025,상,재공급,26A,다이알로그191,서울특별시 은평구 갈현로11길 26-11 (구산동 549),은평구,C,20분,0.000286822,2순위,8점,37
2025,상,재공급,31B,초행지붕 구산A동,서울특별시 은평구 갈현로11가길 3 (구산동 551),은평구,C,20분,0.000286822,2순위,3점,37
2025,상,재공급,26B,초행지붕 구산B동,서울특별시 은평구 갈현로11가길 3 (구산동 550),은평구,C,20분,0.000286822,2순위,6점,37
2025,상,재공급,29A,예그리나 10차,서울특별시 은평구 진흥로3길 2 (역촌동 41-55),은평구,C,7분,0.000286822,1순위,11점,37
2025,상,신규공급,29B,명칭없음,서울특별시 은평구 갈현로3길 3-8 (신사동 16-25),은평구,C,7분,0.000286822,1순위,5점,37
2025,상,신규공급,33B,명칭없음,서울특별시 은평구 갈현로3길 3-8 (신사동 16-25),은평구,C,7분,0.000286822,1순위,8점,37
2025,상,신규공급,47A,명칭없음,서울특별시 은평구 갈현로3길 3-8 (신사동 16-25),은평구,C,7분,0.000286822,1순위,8점,37
2025,상,신규공급,27B,명칭없음,서울특별시 은평구 연서로11길 30-9 (구산동 16-73),은평구,C,6분,0.000286822,2순위,8점,37
2025,상,신규공급,31B,명칭없음,서울특별시 은평구 연서로11길 30-9 (구산동 16-73),은평구,C,6분,0.000286822,2순위,6점,37
2025,상,재공급,18B,서도휴파크,서울특별시 종로구 종로 387 (숭인동 178-100),종로구,A,4분,0.000146341,1순위,5점,6
2025,상,신규공급,29B,미래하이츠,서울특별시 중구 퇴계로88가길 55 (신당동 163-17),중구,A,6분,0.000297297,1순위,8점,11
2025,상,재공급,여성,동일케슬,서울특별시 중랑구 동일로148길 43 (묵동 128-60 외 3필지),중랑구,C,6분,0.000419048,2순위,8점,44
2025,상,신규공급,27B,성지캐슬,서울특별시 중랑구 면목로54길 32 (면목동 456-55),중랑구,C,4분,0.000419048,2순위,8점,44
2025,상,신규공급,38A,성지캐슬,서울특별시 중랑구 면목로54길 32 (면목동 456-55),중랑구,C,4분,0.000419048,1순위,9점,44
2025,하,재공급,26B,백년빌,"서울특별시 강남구 논현로57길 39, 백년빌",강남구,A,10분,0.000184211,1순위,5점,28
2025,하,재공급,24B,백년빌,서울특별시 강남구 학동로20길 63-6,강남구,A,6분,0.000184211,1순위,6점,28
2025,하,재공급,29B,백년빌,서울특별시 강남구 학동로20길 63-6,강남구,A,6분,0.000184211,1순위,6점,28
2025,하,재공급,27B,희준빌,서울특별시 강남구 논현로121길 35,강남구,A,6분,0.000184211,1순위,6점,28
2025,하,재공급,38A,와이디하우스,"서울특별시 강동구 구천면로35길 27, 와이디하우스",강동구,C,10분,0.001442597,2순위,8점,144
2025,하,재공급,26A,은슬림7,"서울특별시 강동구 진황도로23길 20-1, 은슬림7",강동구,C,6분,0.001442597,2순위,6점,144
2025,하,재공급,30A,은슬림8,"서울특별시 강동구 진황도로23길 22, 은슬림8",강동구,C,7분,0.001442597,2순위,4점,144
2025,하,재공급,27A,HwellsPARK천호 I,서울특별시 강동구 진황도로29길 35-3,강동구,C,5분,0.001442597,2순위,8점,144
2025,하,재공급,29B,현도빌리지 V,서울특별시 강동구 아리수로66길 14,강동구,C,10분,0.001442597,2순위,4점,144
2025,하,재공급,28A,천호해마루 3차,서울특별시 강동구 구천면로33길 37-9,강동구,C,8분,0.001442597,2순위,6점,144
2025,하,재공급,25B,더클래스 길동2,서울특별시 강동구 천중로49가길 47,강동구,C,7분,0.001442597,2순위,0점,144
2025,하,재공급,28B,와이디하우스2차,서울특별시 강동구 구천면로35길 24-9,강동구,C,9분,0.001442597,2순위,5점,144
2025,하,재공급,36A,와이디하우스2차,서울특별시 강동구 구천면로35길 24-9,강동구,C,9분,0.001442597,2순위,8점,144
2025,하,재공급,29A,플래티넘7,서울특별시 강동구 진황도로27가길 21,강동구,C,5분,0.001442597,2순위,6점,144
2025,하,재공급,29A,상일프라임,서울특별시 강동구 상일로5길 10-5,강동구,C,13분,0.001442597,2순위,5점,144
2025,하,신규공급,28A,신우드림빌,서울특별시 강동구 상일로23길 7-16,강동구,C,7분,0.001442597,2순위,5점,144
2025,하,신규공급,33A,신우드림빌,서울특별시 강동구 상일로23길 7-16,강동구,C,7분,0.001442597,2순위,5점,144
2025,하,신규공급,45A,신우드림빌,서울특별시 강동구 상일로23길 7-16,강동구,C,7분,0.001442597,2순위,6점,144
2025,하,신규공급,26B,희망,서울특별시 강동구 진황도로33길 45,강동구,C,6분,0.001442597,2순위,5점,144
2025,하,신규공급,29B,희망,서울특별시 강동구 진황도로33길 45,강동구,C,6분,0.001442597,2순위,5점,144
2025,하,신규공급,37A,희망,서울특별시 강동구 진황도로33길 45,강동구,C,6분,0.001442597,2순위,6점,144
2025,하,신규공급,40A,희망,서울특별시 강동구 진황도로33길 45,강동구,C,6분,0.001442597,2순위,7점,144
2025,하,재공급,29A,해담빌,서울특별시 강동구 구천면로40길 7,강동구,C,10분,0.001442597,2순위,3점,144
2025,하,신규공급,29B,초행지붕 천호,서울특별시 강동구 상암로41길 75-11,강동구,C,5분,0.001442597,2순위,8점,144
2025,하,신규공급,29B,신우드림빌,서울특별시 강동구 상암로35길 10,강동구,C,5분,0.001442597,2순위,5점,144
2025,하,신규공급,43A,신우드림빌,서울특별시 강동구 상암로35길 10,강동구,C,5분,0.001442597,2순위,8점,144
2025,하,재공급,40A,WISH희망,서울특별시 강동구 천호옛8길 3,강동구,C,6분,0.001442597,1순위,5점,144
2025,하,재공급,21B,홍원하이빌강북7,"서울특별시 강북구 삼양로119길 22, 홍원하이빌강북7",강북구,C,5분,0.000848101,2순위,3점,67
2025,하,재공급,29B,북한산파크빌,서울특별시 강북구 삼양로169길 24-36,강북구,C,2분,0.000848101,2순위,3점,67
2025,하,재공급,38A,미래하이츠,서울특별시 강북구 수유로23길 31,강북구,C,4분,0.000848101,2순위,5점,67
2025,하,재공급,43A,미래하이츠,서울특별시 강북구 수유로23길 31,강북구,C,4분,0.000848101,2순위,8점,67
2025,하,재공급,27B,다드림12차,서울특별시 강북구 인수봉로55길 33-22,강북구,C,8분,0.000848101,3순위,7점,67
2025,하,신규공급,26B,새샘,서울특별시 강북구 삼양로136길 8,강북구,C,1분,0.000848101,2순위,5점,67
2025,하,신규공급,30B,새샘,서울특별시 강북구 삼양로136길 8,강북구,C,1분,0.000848101,2순위,8점,67
2025,하,신규공급,34B,새샘,서울특별시 강북구 삼양로136길 8,강북구,C,1분,0.000848101,2순위,5점,67
2025,하,신규공급,40A,프롬하우징,서울특별시 강북구 삼양로99길 10,강북구,C,3분,0.000848101,1순위,3점,67
2025,하,신규공급,44A,프롬하우징,서울특별시 강북구 삼양로99길 10,강북구,C,3분,0.000848101,2순위,7점,67
2025,하,신규공급,26B,홍원 루미에르 강북11,서울특별시 강북구 삼양로118길 4-11,강북구,C,3분,0.000848101,2순위,5점,67
2025,하,신규공급,30B,홍원 루미에르 강북11,서울특별시 강북구 삼양로118길 4-11,강북구,C,3분,0.000848101,3순위,6점,67
2025,하,신규공급,39A,홍원 루미에르 강북11,서울특별시 강북구 삼양로118길 4-11,강북구,C,3분,0.000848101,2순위,6점,67
2025,하,신규공급,28B,블루밍하우스,서울특별시 강북구 노해로23길 80-5,강북구,C,8분,0.000848101,2순위,4점,67
2025,하,신규공급,32A,블루밍하우스,서울특별시 강북구 노해로23길 80-5,강북구,C,8분,0.000848101,2순위,6점,67
2025,하,신규공급,37A,블루밍하우스,서울특별시 강북구 노해로23길 80-5,강북구,C,8분,0.000848101,2순위,8점,67
2025,하,재공급,-,염창동 도시형생활주택 주건축물 1동,서울특별시 강서구 공항대로75길 47,강서구,B,3분,8.45E-05,1순위,5점,15
2025,하,신규공급,31A,범우데시앙,서울특별시 강서구 강서로20길 16,강서구,B,3분,8.45E-05,2순위,8점,15
2025,하,신규공급,32A,범우데시앙,서울특별시 강서구 강서로20길 16,강서구,B,3분,8.45E-05,2순위,8점,15
2025,하,신규공급,36A,샤론빌리지,서울특별시 강서구 강서로18길 44-1,강서구,B,4분,8.45E-05,2순위,8점,15
2025,하,신규공급,29B,Step on 화곡 1083-14,서울특별시 강서구 화곡로20길 19-32,강서구,B,5분,8.45E-05,2순위,6점,15
2025,하,신규공급,39A,Step on 화곡 1083-14,서울특별시 강서구 화곡로20길 19-32,강서구,B,5분,8.45E-05,2순위,8점,15
2025,하,신규공급,45A,Step on 화곡 1083-14,서울특별시 강서구 화곡로20길 19-32,강서구,B,5분,8.45E-05,2순위,8점,15
2025,하,신규공급,52C,Step on 화곡 1083-14,서울특별시 강서구 화곡로20길 19-32,강서구,B,5분,8.45E-05,1순위,9점,15
2025,하,재공급,32A,신림파크빌,서울특별시 관악구 남부순환로155길 30,관악구,B,7분,0.000338462,1순위,5점,66
2025,하,재공급,36A,신림파크빌,서울특별시 관악구 남부순환로155길 30,관악구,B,7분,0.000338462,1순위,8점,66
2025,하,재공급,26B,스테이온III,서울특별시 관악구 남부순환로 1542,관악구,B,9분,0.000338462,1순위,6점,66
2025,하,재공급,27B,T&K신림Ⅱ,서울특별시 관악구 시흥대로160길 39,관악구,B,7분,0.000338462,2순위,8점,66
2025,하,재공급,35A,나르하우스,서울특별시 관악구 관천로15길 31,관악구,B,9분,0.000338462,1순위,6점,66
2025,하,재공급,29B,구의 에스하임 1,서울특별시 광진구 광나루로30나길 15,광진구,B,10분,0.000429825,2순위,8점,49
2025,하,재공급,37A,구의 에스하임 1,서울특별시 광진구 광나루로30나길 15,광진구,B,10분,0.000429825,1순위,3점,49
2025,하,신규공급,35A,중곡에스하임4,서울특별시 광진구 면목로 140,광진구,B,3분,0.000429825,2순위,8점,49
2025,하,신규공급,38A,중곡에스하임4,서울특별시 광진구 면목로 140,광진구,B,3분,0.000429825,1순위,6점,49
2025,하,신규공급,41A,중곡에스하임4,서울특별시 광진구 면목로 140,광진구,B,3분,0.000429825,1순위,8점,49
2025,하,신규공급,27B,인화빌 주건축물제1동,서울특별시 광진구 긴고랑로5길 27,광진구,B,6분,0.000429825,2순위,7점,49
2025,하,신규공급,37A,인화빌 주건축물제1동,서울특별시 광진구 긴고랑로5길 27,광진구,B,6분,0.000429825,2순위,8점,49
2025,하,신규공급,50A,인화빌 주건축물제1동,서울특별시 광진구 긴고랑로5길 27,광진구,B,6분,0.000429825,1순위,8점,49
2025,하,재공급,29A,자양에스하임11,서울특별시 광진구 아차산로46가길 10-3,광진구,B,6분,0.000429825,1순위,7점,49
2025,하,재공급,27B,명칭없음,서울특별시 광진구 긴고랑로1길 35,광진구,B,8분,0.000429825,2순위,6점,49
2025,하,재공급,39A,명칭없음,서울특별시 광진구 긴고랑로1길 35,광진구,B,8분,0.000429825,1순위,6점,49
2025,하,재공급,27B,비젼파크타운 나동,서울특별시 구로구 경서로5길 7-6,구로구,C,10분,0.00106087,2순위,8점,122
2025,하,재공급,26B,광성주택,서울특별시 구로구 고척로37길 21,구로구,C,23분,0.00106087,2순위,6점,122
2025,하,재공급,29B,개봉파크빌Ⅰ,서울특별시 구로구 경인로33라길 36,구로구,C,10분,0.00106087,2순위,6점,122
2025,하,재공급,26B,개봉파크빌Ⅱ,서울특별시 구로구 경인로33마길 4-7,구로구,C,12분,0.00106087,2순위,5점,122
2025,하,재공급,-,에이스빌,서울특별시 구로구 경인로33가길 25,구로구,C,8분,0.00106087,2순위,2점,122
2025,하,재공급,20B,명진하이빌,"서울특별시 구로구 부일로17길 44, 명진하이빌",구로구,C,12분,0.00106087,2순위,5점,122
2025,하,재공급,20B,석윤주택,서울특별시 구로구 고척로21가길 2-9,구로구,C,12분,0.00106087,2순위,3점,122
2025,하,재공급,19B,하늘사랑채5차 A동,서울특별시 구로구 고척로27다길 39-11 A동,구로구,C,24분,0.00106087,2순위,3점,122
2025,하,재공급,21B,하늘사랑채,서울특별시 구로구 고척로21가길 32-10,구로구,C,12분,0.00106087,2순위,4점,122
2025,하,재공급,19B,하늘사랑채5차 B동,서울특별시 구로구 고척로27다길 39-7 B동,구로구,C,25분,0.00106087,2순위,3점,122
2025,하,재공급,21A,예하임,서울특별시 구로구 오리로22나길 16-50,구로구,C,23분,0.00106087,3순위,6점,122
2025,하,재공급,28B,오류동 청년주택,서울특별시 구로구 경인로27길 13,구로구,C,4분,0.00106087,2순위,7점,122
2025,하,재공급,19B,하늘사랑채7차,서울특별시 구로구 안양천로537가길 18-8,구로구,C,8분,0.00106087,2순위,6점,122
2025,하,재공급,31A,라온에코빌,서울특별시 구로구 가마산로20길 56,구로구,C,7분,0.00106087,2순위,8점,122
2025,하,재공급,53C,백년빌,서울특별시 구로구 개봉로17길 30-4,구로구,C,7분,0.00106087,1순위,7점,122
2025,하,재공급,29B,대정이오스,서울특별시 구로구 오리로13길 50,구로구,C,9분,0.00106087,2순위,4점,122
2025,하,재공급,21B,서전하우스,서울특별시 금천구 범안로12가길 31-10,금천구,C,5분,0.001,2순위,5점,78
2025,하,재공급,26B,SHIN YOUNG,서울특별시 금천구 범안로11길 60,금천구,C,5분,0.001,2순위,8점,78
2025,하,재공급,29B,아이유하임,서울특별시 금천구 독산로 293,금천구,C,26분,0.001,2순위,6점,78
2025,하,재공급,30A,스타힐스,서울특별시 금천구 독산로23길 19,금천구,C,20분,0.001,2순위,9점,78
2025,하,재공급,23B,서전하우스,서울특별시 금천구 범안로12길 29-34,금천구,C,5분,0.001,2순위,6점,78
2025,하,재공급,29A,1동,서울특별시 금천구 범안로12길 50,금천구,C,4분,0.001,2순위,8점,78
2025,하,재공급,-,제기홈,서울특별시 동대문구 경동시장로9가길 21,동대문구,B,6분,0.000284404,2순위,8점,31
2025,하,재공급,26B,제이하우스,서울특별시 동대문구 제기로6길 38,동대문구,B,6분,0.000284404,1순위,3점,31
2025,하,재공급,26B,휘경 에스하임,서울특별시 동대문구 망우로 109,동대문구,B,8분,0.000284404,2순위,8점,31
2025,하,재공급,28B,휘경 에스하임,서울특별시 동대문구 망우로 109,동대문구,B,8분,0.000284404,2순위,8점,31
2025,하,재공급,35C,삼화에코빌2차 B동,서울특별시 동대문구 답십리로65길 114,동대문구,B,29분,0.000284404,1순위,6점,31
2025,하,재공급,33A,더존에이스빌 가동,서울특별시 동대문구 천호대로89길 51 가동,동대문구,B,7분,0.000284404,1순위,7점,31
2025,하,재공급,28B,초행지붕-상도,서울특별시 동작구 양녕로22바길 20,동작구,B,8분,0.000106557,1순위,6점,13
2025,하,신규공급,24B,동원스위트,서울특별시 마포구 동교로17길 93,마포구,A,6분,0.000226115,1순위,5점,28
2025,하,신규공급,26B,동원스위트,서울특별시 마포구 동교로17길 93,마포구,A,6분,0.000226115,1순위,3점,28
2025,하,신규공급,29B,동원스위트,서울특별시 마포구 동교로17길 93,마포구,A,6분,0.000226115,1순위,6점,28
2025,하,신규공급,34B,동원스위트,서울특별시 마포구 동교로17길 93,마포구,A,6분,0.000226115,1순위,7점,28
2025,하,신규공급,42A,동원스위트,서울특별시 마포구 동교로17길 93,마포구,A,6분,0.000226115,1순위,8점,28
2025,하,신규공급,26B,삼화에코빌,서울특별시 마포구 월드컵북로9길 62,마포구,A,6분,0.000226115,1순위,3점,28
2025,하,신규공급,36A,삼화에코빌,서울특별시 마포구 월드컵북로9길 62,마포구,A,6분,0.000226115,1순위,8점,28
2025,하,신규공급,42A,삼화에코빌,서울특별시 마포구 월드컵북로9길 62,마포구,A,6분,0.000226115,1순위,8점,28
2025,하,재공급,-,명칭없음,서울특별시 서대문구 증가로8길 68-24,서대문구,B,30분,0.000381443,2순위,7점,37
2025,하,재공급,17B,주영테크빌,서울특별시 서대문구 증가로12가길 68,서대문구,B,11분,0.000381443,2순위,8점,37
2025,하,재공급,-,제이씨아트빌2차,서울특별시 서대문구 명지대5길 13,서대문구,B,22분,0.000381443,2순위,8점,37
2025,하,재공급,26B,백년빌,서울특별시 서초구 논현로5길 24-10,서초구,A,12분,0.000342105,2순위,8점,39
2025,하,재공급,33A,백년빌,서울특별시 서초구 논현로5길 24-10,서초구,A,12분,0.000342105,1순위,8점,39
2025,하,신규공급,28B,예미담,서울특별시 서초구 논현로5길 23-7,서초구,A,13분,0.000342105,1순위,5점,39
2025,하,재공급,29B,백년빌,"서울특별시 서초구 논현로7길 36, 백년빌",서초구,A,11분,0.000342105,2순위,7점,39
2025,하,신규공급,34B,예미담,서울특별시 서초구 논현로5길 23-7,서초구,A,13분,0.000342105,1순위,6점,39
2025,하,재공급,-,명칭없음,서울특별시 성동구 자동차시장3길 93,성동구,A,6분,0.000159091,1순위,6점,14
2025,하,재공급,21B,마장동 564-7 청년주택,서울특별시 성동구 고산자로17길 9-1,성동구,A,8분,0.000159091,1순위,8점,14
2025,하,재공급,20B,명칭없음,서울특별시 성동구 가람길 267,성동구,A,7분,0.000159091,1순위,6점,14
2025,하,재공급,-,광진홈,서울특별시 성북구 솔샘로6가길 42,성북구,A,3분,0.000327273,1순위,3점,45
2025,하,재공급,-,드림빌2차,서울특별시 성북구 서경로13길 33,성북구,A,8분,0.000327273,1순위,3점,45
2025,하,재공급,29B,정목빌,서울특별시 성북구 장월로28길 49,성북구,A,10분,0.000327273,2순위,6점,45
2025,하,재공급,50A,미래하이츠,서울특별시 성북구 회기로3길 8,성북구,A,2분,0.000327273,1순위,8점,45
2025,하,재공급,-,서도휴빌,서울특별시 성북구 장월로1마길 23,성북구,A,6분,0.000327273,1순위,3점,45
2025,하,재공급,27B,유케이타운,서울특별시 송파구 삼전로10길 54,송파구,B,3분,0.000595855,1순위,5점,115
2025,하,재공급,28B,티엘하우스,서울특별시 송파구 중대로14길 6,송파구,B,1분,0.000595855,2순위,8점,115
2025,하,재공급,27B,드림네스트,서울특별시 송파구 가락로5길 3-75,송파구,B,5분,0.000595855,2순위,8점,115
2025,하,재공급,23B,네스트197,서울특별시 송파구 오금로46길 65,송파구,B,9분,0.000595855,2순위,5점,115
2025,하,재공급,24B,서도휴빌,서울특별시 송파구 문정로5길 3-34,송파구,B,6분,0.000595855,2순위,6점,115
2025,하,재공급,28B,광채빌라,서울특별시 송파구 삼전로2길 49,송파구,B,8분,0.000595855,2순위,5점,115
2025,하,재공급,40A,서영스윗홈,서울특별시 송파구 오금로27길 50-11,송파구,B,6분,0.000595855,1순위,3점,115
2025,하,신규공급,28B,명칭없음,서울특별시 송파구 도곡로62길 11-8,송파구,B,11분,0.000595855,2순위,8점,115
2025,하,신규공급,44A,명칭없음,서울특별시 송파구 도곡로62길 11-8,송파구,B,11분,0.000595855,1순위,8점,115
2025,하,신규공급,28B,펠리스빌,서울특별시 송파구 양재대로71길 42-23,송파구,B,7분,0.000595855,2순위,5점,115
2025,하,신규공급,39A,펠리스빌,서울특별시 송파구 양재대로71길 42-23,송파구,B,7분,0.000595855,1순위,8점,115
2025,하,신규공급,29B,현도빌리지9,서울특별시 송파구 송이로6길 6-1,송파구,B,6분,0.000595855,2순위,5점,115
2025,하,신규공급,33B,현도빌리지9,서울특별시 송파구 송이로6길 6-1,송파구,B,6분,0.000595855,2순위,6점,115
2025,하,신규공급,25B,포엠빌,서울특별시 송파구 동남로2길 11,송파구,B,3분,0.000595855,2순위,5점,115
2025,하,신규공급,29A,포엠빌,서울특별시 송파구 동남로2길 11,송파구,B,3분,0.000595855,2순위,8점,115
2025,하,신규공급,29B,포엠빌,서울특별시 송파구 동남로2길 11,송파구,B,3분,0.000595855,2순위,5점,115
2025,하,신규공급,34A,포엠빌,서울특별시 송파구 동남로2길 11,송파구,B,3분,0.000595855,1순위,8점,115
2025,하,신규공급,49C,포엠빌,서울특별시 송파구 동남로2길 11,송파구,B,3분,0.000595855,1순위,9점,115
2025,하,신규공급,26B,서도휴빌,서울특별시 송파구 풍성로14길 20,송파구,B,7분,0.000595855,2순위,6점,115
2025,하,신규공급,29B,서도휴빌,서울특별시 송파구 풍성로14길 20,송파구,B,7분,0.000595855,2순위,8점,115
2025,하,신규공급,32B,서도휴빌,서울특별시 송파구 풍성로14길 20,송파구,B,7분,0.000595855,2순위,8점,115
2025,하,재공급,22B,에코리움빌,"서울특별시 양천구 남부순환로56가길 14, 에코리움빌",양천구,B,28분,0.000353982,2순위,5점,40
2025,하,재공급,28B,에코리움빌,"서울특별시 양천구 남부순환로56가길 14, 에코리움빌",양천구,B,28분,0.000353982,2순위,5점,40
2025,하,재공급,27B,에코리움빌,"서울특별시 양천구 남부순환로60길 12-10, 에코리움빌",양천구,B,29분,0.000353982,2순위,3점,40
2025,하,재공급,39A,다온빌리지,서울특별시 양천구 목동중앙본로20길 35,양천구,B,9분,0.000353982,1순위,3점,40
2025,하,재공급,35A,T&K신정,서울특별시 양천구 오목로38길 23-5,양천구,B,3분,0.000353982,2순위,6점,40
2025,하,재공급,20B,명칭없음,서울특별시 영등포구 선유서로26길 28,영등포구,B,4분,0.000664,2순위,6점,83
2025,하,재공급,29B,경동파크빌,서울특별시 영등포구 대림로35나길 14,영등포구,B,7분,0.000664,2순위,4점,83
2025,하,재공급,35A,경동파크빌,서울특별시 영등포구 대림로35나길 14,영등포구,B,7분,0.000664,2순위,8점,83
2025,하,재공급,20B,로프트시티,서울특별시 영등포구 영등포로 244,영등포구,B,5분,0.000664,1순위,6점,83
2025,하,재공급,27B,삼정주택,서울특별시 영등포구 영신로47길 13-1,영등포구,B,6분,0.000664,1순위,6점,83
2025,하,재공급,27A,Oaktreevil DR2,서울특별시 영등포구 대림로35길 8-1,영등포구,B,9분,0.000664,2순위,6점,83
2025,하,재공급,41A,민하우스2,서울특별시 영등포구 가마산로46가길 5,영등포구,B,11분,0.000664,1순위,7점,83
2025,하,재공급,29B,삼정리버뷰,서울특별시 영등포구 경인로71길 74,영등포구,B,3분,0.000664,2순위,8점,83
2025,하,신규공급,31A,아트라움,서울특별시 영등포구 신길로8길 10,영등포구,B,7분,0.000664,1순위,6점,83
2025,하,신규공급,37A,아트라움,서울특별시 영등포구 신길로8길 10,영등포구,B,7분,0.000664,1순위,3점,83
2025,하,재공급,27B,응암에코타운,서울특별시 은평구 은평로16길 12,은평구,C,7분,0.000286822,2순위,6점,37
2025,하,재공급,19B,리츠하우스2,서울특별시 은평구 갈현로11가길 14-4,은평구,C,13분,0.000286822,2순위,5점,37
2025,하,재공급,29B,초행지붕 구산 A동,서울특별시 은평구 갈현로11가길 3 B동,은평구,C,20분,0.000286822,2순위,5점,37
2025,하,신규공급,23B,삼화에코빌,서울특별시 은평구 불광로8길 4,은평구,C,4분,0.000286822,2순위,5점,37
2025,하,신규공급,26B,삼화에코빌,서울특별시 은평구 불광로8길 4,은평구,C,4분,0.000286822,2순위,6점,37
2025,하,신규공급,36A,삼화에코빌,서울특별시 은평구 불광로8길 4,은평구,C,4분,0.000286822,2순위,9점,37
2025,하,신규공급,45A,삼화에코빌,서울특별시 은평구 불광로8길 4,은평구,C,4분,0.000286822,1순위,6점,37
2025,하,재공급,28B,남산의 아침 B동,서울특별시 중구 필동로8길 50-9 B동,중구,A,8분,0.000297297,1순위,9점,11
2025,하,재공급,18B,도원휴먼빌,"서울특별시 중랑구 동일로123길 76, 도원휴먼빌",중랑구,C,5분,0.000419048,2순위,5점,44
2025,하,재공급,19B,도원휴먼빌,"서울특별시 중랑구 동일로169가길 27, 도원휴먼빌",중랑구,C,4분,0.000419048,2순위,6점,44
2025,하,재공급,28B,드림빌,서울특별시 중랑구 숙선옹주로3길 20-3,중랑구,C,7분,0.000419048,2순위,6점,44
2025,하,신규공급,28B,엠제이캐슬,서울특별시 중랑구 동일로124길 19,중랑구,C,5분,0.000419048,2순위,5점,44
2025,하,신규공급,31A,엠제이캐슬,서울특별시 중랑구 동일로124길 19,중랑구,C,5분,0.000419048,2순위,5점,44
2025,하,신규공급,39A,엠제이캐슬,서울특별시 중랑구 동일로124길 19,중랑구,C,5분,0.000419048,1순위,0점,44
2025,하,신규공급,28B,스위트휴,서울특별시 중랑구 동일로151길 19-1,중랑구,C,4분,0.000419048,2순위,4점,44
2025,하,신규공급,38A,스위트휴,서울특별시 중랑구 동일로151길 19-1,중랑구,C,4분,0.000419048,2순위,6점,44
2025,하,신규공급,26B,파크빌,서울특별시 중랑구 봉우재로5길 9-28,중랑구,C,7분,0.000419048,2순위,5점,44
2025,하,신규공급,29B,파크빌,서울특별시 중랑구 봉우재로5길 9-28,중랑구,C,7분,0.000419048,2순위,5점,44
2025,하,신규공급,31A,파크빌,서울특별시 중랑구 봉우재로5길 9-28,중랑구,C,7분,0.000419048,2순위,5점,44
2025,하,신규공급,46C,파크빌,서울특별시 중랑구 봉우재로5길 9-28,중랑구,C,7분,0.000419048,1순위,8점,44
2025,하,신규공급,26B,포엠빌,서울특별시 중랑구 중랑역로 122-40,중랑구,C,3분,0.000419048,2순위,3점,44
2025,하,신규공급,30B,포엠빌,서울특별시 중랑구 중랑역로 122-40,중랑구,C,3분,0.000419048,2순위,4점,44
2025,하,신규공급,36A,포엠빌,서울특별시 중랑구 중랑역로 122-40,중랑구,C,3분,0.000419048,2순위,6점,44
2025,하,신규공급,42A,포엠빌,서울특별시 중랑구 중랑역로 122-40,중랑구,C,3분,0.000419048,2순위,8점,44
