연도,상/하반기,재공급/신규공급,평수,주택명,주소지,자치구,지역등급,교통등급,모집규모밀도,당첨자순위,당첨자 가점,모집규모밀도_건수
2024,상,신규공급,39A,T&K신림 II,"서울특별시 관악구 시흥대로160길 39 (신림동 1663-21, T&K신림II)",관악구,B,7분,0.000338462,1순위,8점,66
2024,상,신규공급,44A,T&K신림 II,"서울특별시 관악구 시흥대로160길 39 (신림동 1663-21, T&K신림II)",관악구,B,7분,0.000338462,1순위,9점,66
2024,상,재공급,여성,구의에스하임1,"서울특별시 광진구 광나루로30나길 15 (구의동 638-5,6, 구의에스하임1)",광진구,B,10분,0.000429825,1순위,8점,49
2024,상,재공급,남성,자양에스하임11,"서울특별시 광진구 아차산로46가길 10-3 (자양동 218-9, 자양에스하임11)",광진구,B,6분,0.000429825,1순위,8점,49
2024,상,재공급,-,에이스빌,"서울특별시 구로구 경인로33가길 25 (개봉동 147-3외, 에이스빌)",구로구,C,8분,0.00106087,-,-,122
2024,상,재공급,49A,계림웨스트밸리,"서울특별시 구로구 경인로 70 (오류동 360, 계림웨스트밸리)",구로구,C,7분,0.00106087,1순위,6점,122
2024,상,재공급,20B,명진하이빌,"서울특별시 구로구 부일로17길 44 (궁동 190-84,85, 명진하이빌)",구로구,C,12분,0.00106087,2순위,6점,122
2024,상,재공급,24B,명진하이빌,"서울특별시 구로구 부일로17길 44 (궁동 190-84,85, 명진하이빌)",구로구,C,12분,0.00106087,2순위,7점,122
2024,상,재공급,29B,명진하이빌,"서울특별시 구로구 부일로17길 44 (궁동 190-84,85, 명진하이빌)",구로구,C,12분,0.00106087,2순위,9점,122
2024,상,재공급,28B,모던하우스,"서울특별시 구로구 개봉로15길 36-25 (개봉동 332-32,4, 모던하우스)",구로구,C,8분,0.00106087,2순위,7점,122
2024,상,재공급,20B,석윤주택,"서울특별시 구로구 고척로21가길 2-9 (개봉동 33-125, 석윤주택)",구로구,C,12분,0.00106087,2순위,8점,122
2024,상,재공급,36A,하늘사랑채,"서울특별시 구로구 고척로21가길 32-10 (개봉동 33-72, 하늘사랑채)",구로구,C,12분,0.00106087,1순위,5점,122
2024,상,재공급,19B,하늘사랑채5차 B동,"서울특별시 구로구 고척로27다길 39-7 (고척동 241-116, 하늘사랑채5차 B동)",구로구,C,25분,0.00106087,2순위,5점,122
2024,상,재공급,19B,하늘사랑채 7차,"서울특별시 구로구 안양천로537가길 18-8 (고척동 62-85, 하늘사랑채 7차)",구로구,C,8분,0.00106087,2순위,8점,122
2024,상,재공급,29B,대정이오스,"서울특별시 구로구 오리로13길 50 (오류동 240-7, 대정이오스)",구로구,C,9분,0.00106087,2순위,6점,122
2024,상,신규공급,26A,오크트리빌 구로 1차,"서울특별시 구로구 구로중앙로28다길 46 (구로동 546-17외, 오크트리빌 구로 1차)",구로구,C,7분,0.00106087,1순위,3점,122
2024,상,신규공급,28A,오크트리빌 구로 1차,"서울특별시 구로구 구로중앙로28다길 46 (구로동 546-17외, 오크트리빌 구로 1차)",구로구,C,7분,0.00106087,1순위,5점,122
2024,상,신규공급,29A,오크트리빌 구로 1차,"서울특별시 구로구 구로중앙로28다길 46 (구로동 546-17외, 오크트리빌 구로 1차)",구로구,C,7분,0.00106087,1순위,7점,122
2024,상,신규공급,29B,오크트리빌 구로 1차,"서울특별시 구로구 구로중앙로28다길 46 (구로동 546-17외, 오크트리빌 구로 1차)",구로구,C,7분,0.00106087,2순위,6점,122
2024,상,신규공급,42A,오크트리빌 구로 1차,"서울특별시 구로구 구로중앙로28다길 46 (구로동 546-17외, 오크트리빌 구로 1차)",구로구,C,7분,0.00106087,1순위,10점,122
2024,상,재공급,21B,서전하우스,"서울특별시 금천구 범안로12가길 31-10 (독산동 1006-167, 서전하우스)",금천구,C,5분,0.001,2순위,6점,78
2024,상,재공급,28B,아이빌10차,"서울특별시 금천구 금하로23나길 29 (시흥동 826-38, 아이빌10차)",금천구,C,30분,0.001,2순위,8점,78
2024,상,재공급,26A,독산리젠트빌,"서울특별시 금천구 벚꽃로12길 19 (독산동 1004-8, 독산리젠트빌)",금천구,C,3분,0.001,1순위,6점,78
2024,상,재공급,29B,아이유하임,"서울특별시 금천구 독산로 293 (독산동 1162, 아이유하임)",금천구,C,26분,0.001,2순위,6점,78
2024,상,재공급,28B,스타힐스,"서울특별시 금천구 독산로23길 19 (시흥동 840-34, 89, 스타힐스)",금천구,C,20분,0.001,2순위,8점,78
2024,상,재공급,19B,은슬림10,"서울특별시 금천구 탑골로7길 11 (시흥동 220-116, 은슬림10)",금천구,C,33분,0.001,2순위,3점,78
2024,상,재공급,-,쥬빌리2차 제1동,"서울특별시 금천구 범안로12길 50 (독산동 1005-3, 쥬빌리2차 제1동)",금천구,C,4분,0.001,1순위,0점,78
2024,상,재공급,-,쥬빌리2차 제2동,"서울특별시 금천구 범안로12길 50 (독산동 1005-3, 쥬빌리2차 제2동)",금천구,C,4분,0.001,2순위,8점,78
2024,상,신규공급,23B,서전하우스,"서울특별시 금천구 범안로12길 29-34 (독산동 1006-143 외 1필지, 서전하우스)",금천구,C,5분,0.001,2순위,6점,78
2024,상,신규공급,26B,서전하우스,"서울특별시 금천구 범안로12길 29-34 (독산동 1006-143 외 1필지, 서전하우스)",금천구,C,5분,0.001,2순위,8점,78
2024,상,신규공급,27B,엠제트하우스,"서울특별시 금천구 범안로15길 8-13 (독산동 331-51, 엠제트하우스)",금천구,C,5분,0.001,2순위,7점,78
2024,상,재공급,-,월계동참조은원룸,"서울특별시 노원구 초안산로2라길 3-5 (월계동 655-8,9, 월계동참조은원룸)",노원구,A,2분,5.22E-05,1순위,5점,7
2024,상,재공급,-,동원힐하스,"서울특별시 노원구 공릉로26길 28 (공릉동 645-16,17, 동원힐하스)",노원구,A,5분,5.22E-05,1순위,9점,7
2024,상,재공급,40A,온리유 가동,"서울특별시 도봉구 도당로13라길 61 (방학동 627-33, 온리유 가동)",도봉구,B,9분,0.000166667,1순위,6점,13
2024,상,재공급,남성/34A,삼화에코빌2차 A동,"서울특별시 동대문구 답십리로65길 114 (장안동 287-7,9, 삼화에코빌2차 A동)",동대문구,B,29분,0.000284404,1순위,3점,31
2024,상,재공급,여성/47C,삼화에코빌2차 B동,"서울특별시 동대문구 답십리로65길 114 (장안동 287-7,9, 삼화에코빌2차 B동)",동대문구,B,29분,0.000284404,1순위,9점,31
2024,상,재공급,여성/56C,더존에이스빌 나동,"서울특별시 동대문구 천호대로89길 51 (장안동 445-3, 더존에이스빌 나동)",동대문구,B,7분,0.000284404,1순위,9점,31
2024,상,신규공급,26B,휘경 에스하임,"서울특별시 동대문구 망우로 109 (휘경동 75-6, 휘경 에스하임)",동대문구,B,8분,0.000284404,1순위,5점,31
2024,상,신규공급,28B,휘경 에스하임,"서울특별시 동대문구 망우로 109 (휘경동 75-6, 휘경 에스하임)",동대문구,B,8분,0.000284404,1순위,5점,31
2024,상,재공급,-,진흥하임시티,"서울특별시 마포구 성미산로 21 (성산동 250-43, 진흥하임시티)",마포구,A,4분,0.000226115,1순위,9점,28
2024,상,재공급,32A,드림하우징,"서울특별시 마포구 와우산로21길 31-19 (서교동 364-13, 드림하우징)",마포구,A,6분,0.000226115,1순위,10점,28
2024,상,재공급,-,현인그린빌,"서울특별시 서대문구 홍은중앙로8길 9 (홍은동 9-108,109, 현인그린빌)",서대문구,B,21분,0.000381443,2순위,8점,37
2024,상,재공급,-,더스페이스빌,"서울특별시 서대문구 증가로8길 68-24 (홍은동 411-5, 더스페이스빌)",서대문구,B,30분,0.000381443,2순위,8점,37
2024,상,재공급,여성,주영테크빌,"서울특별시 서대문구 증가로12가길 68 (북가좌동 5-92, 주영테크빌)",서대문구,B,11분,0.000381443,2순위,6점,37
2024,상,재공급,여성,제이씨아트빌2차,"서울특별시 서대문구 명지대5길 13 (남가좌동 3-68, 제이씨아트빌2차)",서대문구,B,22분,0.000381443,2순위,8점,37
2024,상,재공급,-,르비앙.휴,"서울특별시 서대문구 포방터2다길 7 (홍은동 8-541,542,1411, 르비앙.휴)",서대문구,B,24분,0.000381443,2순위,5점,37
2024,상,재공급,-,다움파크빌,"서울특별시 서대문구 증가로24가길 11 (북가좌동 2-74, 다움파크빌)",서대문구,B,9분,0.000381443,2순위,9점,37
2024,상,재공급,29A,YJ빌라,"서울특별시 서대문구 응암로 142-18 (북가좌동 455-2, YJ빌라)",서대문구,B,7분,0.000381443,1순위,6점,37
2024,상,재공급,29B,D&D house,"서울특별시 서대문구 연희로 168 (연희동 79-30, D&D house)",서대문구,B,29분,0.000381443,1순위,9점,37
2024,상,재공급,-,백년빌,"서울특별시 서초구 논현로5길 24-10 (양재동 395-10, 백년빌)",서초구,A,12분,0.000342105,1순위,5점,39
2024,상,재공급,-,백년빌,"서울특별시 서초구 논현로7길 36 (양재동 392-20, 백년빌)",서초구,A,11분,0.000342105,1순위,6점,39
2024,상,재공급,28B,서초파크타운 B동,"서울특별시 서초구 반포대로5길 62 (서초동 1478-16, 서초파크타운 B동)",서초구,A,11분,0.000342105,-,-,39
2024,상,재공급,29B,동우빌라트 서초,"서울특별시 서초구 효령로46길 32-5 (서초동 1481-14, 동우빌라트 서초)",서초구,A,10분,0.000342105,1순위,5점,39
2024,상,재공급,34A,반포삼이하우스,"서울특별시 서초구 주흥6길 33 (반포동 726-40, 반포삼이하우스)",서초구,A,6분,0.000342105,1순위,10점,39
2024,상,재공급,21B,S-하우스 B동,"서울특별시 성동구 고산자로17길 9-1 (마장동 564-7, S-하우스 B동)",성동구,A,8분,0.000159091,1순위,6점,14
2024,상,신규공급,20B,명칭없음,"서울특별시 성동구 가람길 267 (용답동 238-7, 명칭없음)",성동구,A,7분,0.000159091,2순위,9점,14
2024,상,신규공급,25B,명칭없음,"서울특별시 성동구 가람길 267 (용답동 238-7, 명칭없음)",성동구,A,7분,0.000159091,1순위,5점,14
2024,상,재공급,29B,정목빌,"서울특별시 성북구 장월로28길 49 (장위동 77-58외, 정목빌)",성북구,A,10분,0.000327273,1순위,5점,45
2024,상,재공급,39A,정목빌,"서울특별시 성북구 장월로28길 49 (장위동 77-58외, 정목빌)",성북구,A,10분,0.000327273,1순위,8점,45
2024,상,재공급,여성,서도휴빌,"서울특별시 성북구 장월로1마길 23 (하월곡동 231, 서도휴빌 103,105동)",성북구,A,6분,0.000327273,1순위,9점,45
2024,상,재공급,남성,서도휴빌,"서울특별시 성북구 장월로1마길 23 (하월곡동 231, 서도휴빌 101,102,107동)",성북구,A,6분,0.000327273,1순위,9점,45
2024,상,재공급,35A,파인빌2,"서울특별시 송파구 백제고분로42길 18-9 (송파동 91-1, 파인빌2)",송파구,B,4분,0.000595855,1순위,8점,115
2024,상,재공급,23B,유케이타운,"서울특별시 송파구 삼전로10길 54 (삼전동 116-3, 유케이타운)",송파구,B,3분,0.000595855,1순위,5점,115
2024,상,재공급,34A,다온에코하임,"서울특별시 송파구 거마로9길 24-5 (거여동 135-54외, 다온에코하임)",송파구,B,6분,0.000595855,1순위,11점,115
2024,상,재공급,25B,네스트137,"서울특별시 송파구 백제고분로48길 41-15 (방이동 137-10, 네스트137)",송파구,B,6분,0.000595855,2순위,8점,115
2024,상,재공급,24A,꿈꾸지오,"서울특별시 송파구 송파대로47길 6 (석촌동 182-4, 꿈꾸지오)",송파구,B,5분,0.000595855,1순위,8점,115
2024,상,재공급,27B,드림네스트,"서울특별시 송파구 가락로5길 3-75 (석촌동 237-16외, 드림네스트)",송파구,B,5분,0.000595855,1순위,8점,115
2024,상,재공급,31B,영스테이,"서울특별시 송파구 올림픽로12길 52-8 (잠실동 214-6, 영스테이)",송파구,B,6분,0.000595855,1순위,5점,115
2024,상,재공급,40A,영스테이,"서울특별시 송파구 올림픽로12길 52-8 (잠실동 214-6, 영스테이)",송파구,B,6분,0.000595855,1순위,10점,115
2024,상,재공급,26B,서도휴빌,"서울특별시 송파구 문정로5길 3-36 (문정동 13-7, 서도휴빌)",송파구,B,6분,0.000595855,1순위,5점,115
2024,상,재공급,36A,송파누리빌,"서울특별시 송파구 백제고분로46길 41-7 (송파동 145-5, 송파누리빌)",송파구,B,7분,0.000595855,1순위,8점,115
2024,상,재공급,28B,에코리움빌,"서울특별시 양천구 남부순환로56가길 14 (신월동 197-8, 에코리움빌)",양천구,B,28분,0.000353982,1순위,0점,40
2024,상,재공급,34A,에코리움빌,"서울특별시 양천구 남부순환로60길 12-10 (신월동 197-11외, 에코리움빌)",양천구,B,29분,0.000353982,1순위,5점,40
2024,상,재공급,39A,다온빌리지,"서울특별시 양천구 목동중앙본로20길 35 (목동 231-36, 다온빌리지)",양천구,B,9분,0.000353982,1순위,8점,40
2024,상,재공급,29B,T&K신정,"서울특별시 양천구 오목로38길 23-5 (신정동 960-21외, T&K신정)",양천구,B,3분,0.000353982,1순위,8점,40
2024,상,재공급,20B,케이앰캐슬타운,"서울특별시 영등포구 선유서로26길 28 (양평동1가 208-1, 케이앰캐슬타운)",영등포구,B,4분,0.000664,1순위,7점,83
2024,상,재공급,29B,경동파크빌,"서울특별시 영등포구 대림로35나길 14 (대림동 737-2, 경동파크빌)",영등포구,B,7분,0.000664,1순위,2점,83
2024,상,재공급,28B,명지파크빌,"서울특별시 영등포구 대림로16길 9 (대림동 858-34외, 명지파크빌)",영등포구,B,7분,0.000664,2순위,6점,83
2024,상,재공급,45A,명지파크빌,"서울특별시 영등포구 대림로16길 9 (대림동 858-34외, 명지파크빌)",영등포구,B,7분,0.000664,1순위,9점,83
2024,상,재공급,28B,케이디하우스,"서울특별시 영등포구 영등포로35나길 5 (영등포동6가 30-5외, 케이디하우스)",영등포구,B,2분,0.000664,1순위,6점,83
2024,상,재공급,32A,남양파크빌,"서울특별시 영등포구 도림로48길 9 (대림동 700-28, 남양파크빌)",영등포구,B,6분,0.000664,1순위,7점,83
2024,상,재공급,27B,삼정주택,"서울특별시 영등포구 영신로47길 13-1 (당산동1가 230, 삼정주택)",영등포구,B,6분,0.000664,1순위,10점,83
2024,상,재공급,27A,Oaktreevil DR2,"서울특별시 영등포구 대림로35길 8-1 (대림동 775-11, Oaktreevil DR2)",영등포구,B,9분,0.000664,2순위,8점,83
2024,상,재공급,29B,민하우스2,"서울특별시 영등포구 가마산로46가길 5 (대림동 680-3, 민하우스2)",영등포구,B,11분,0.000664,2순위,6점,83
2024,상,신규공급,28B,명칭없음,"서울특별시 영등포구 대림로 203 (대림동 740-2, 명칭없음)",영등포구,B,9분,0.000664,2순위,7점,83
2024,상,재공급,20B,구산유앤아이하우스3,"서울특별시 은평구 연서로11길 29-10 (구산동 24-13, 구산유앤아이하우스3)",은평구,C,7분,0.000286822,1순위,2점,37
2024,상,재공급,27B,응암에코타운,"서울특별시 은평구 은평로16길 12 (응암동 72-6, 응암에코타운)",은평구,C,7분,0.000286822,1순위,5점,37
2024,상,재공급,19B,리츠하우스2,"서울특별시 은평구 갈현로11가길 14-4 (구산동 177-53, 리츠하우스2)",은평구,C,13분,0.000286822,2순위,8점,37
2024,상,재공급,18B,서도휴파크,"서울특별시 종로구 종로 387 (숭인동 178-100, 서도휴파크)",종로구,A,4분,0.000146341,1순위,3점,6
2024,상,재공급,여성,다원빌,"서울특별시 종로구 지봉로12길 11 (숭인동 56-37, 다원빌)",종로구,A,3분,0.000146341,1순위,8점,6
2024,상,재공급,여성,동일케슬,"서울특별시 중랑구 동일로148길 43 (묵동 128-60,61,68,69, 동일케슬)",중랑구,C,6분,0.000419048,2순위,6점,44
2024,상,재공급,18B,도원휴먼빌,"서울특별시 중랑구 동일로123길 76 (중화동 315-31, 도원휴먼빌)",중랑구,C,5분,0.000419048,2순위,7점,44
2024,상,재공급,19B,도원휴먼빌,"서울특별시 중랑구 동일로169가길 27 (묵동 235-32, 도원휴먼빌)",중랑구,C,4분,0.000419048,2순위,8점,44
2024,상,재공급,24B,서영스윗홈,"서울특별시 중랑구 상봉로20길 91 (망우동 460-4, 서영스윗홈)",중랑구,C,10분,0.000419048,1순위,2점,44
2024,상,재공급,33A,해마루빌리지,"서울특별시 중랑구 봉화산로2길 51 (중화동 461, 해마루빌리지)",중랑구,C,7분,0.000419048,1순위,8점,44
2024,상,신규공급,28B,드림빌,"서울특별시 중랑구 숙선옹주로3길 20-3 (묵동 301-6, 드림빌)",중랑구,C,7분,0.000419048,1순위,0점,44
2024,상,신규공급,38A,드림빌,"서울특별시 중랑구 숙선옹주로3길 20-3 (묵동 301-6, 드림빌)",중랑구,C,7분,0.000419048,1순위,8점,44
2024,하,재공급,26B,백년빌,"서울특별시 강남구 논현로57길 39(백년빌, 도곡동 547-2)",강남구,A,10분,0.000184211,1순위,9점,28
2024,하,재공급,45A,신우휴먼빌암사2차,"서울특별시 강동구 암사길 83-13(신우휴먼빌암사2차, 암사동 433-85,88)",강동구,C,7분,0.001442597,1순위,8점,144
2024,하,재공급,29B,WISH희망,"서울특별시 강동구 천호대로168다길 6(WISH희망, 성내동 155-6)",강동구,C,3분,0.001442597,2순위,9점,144
2024,하,재공급,44A,명칭없음,"서울특별시 강동구 구천면로53길 36-19(명칭없음, 암사동 478-6 외)",강동구,C,9분,0.001442597,1순위,5점,144
2024,하,재공급,29A,Hwells PARK 천호2,"서울특별시 강동구 진황도로27길 30(Hwells PARK 천호2, 천호동 167-128)",강동구,C,6분,0.001442597,1순위,5점,144
2024,하,재공급,28B,펠리체65,"서울특별시 강동구 진황도로27가길 29(펠리체65, 천호동 191-13)",강동구,C,6분,0.001442597,1순위,5점,144
2024,하,재공급,27B,스테이온,"서울특별시 강동구 천중로 157(스테이온, 천호동 55-43)",강동구,C,6분,0.001442597,1순위,3점,144
2024,하,신규공급,29B,아성플러스,"서울특별시 강동구 양재대로143길 31(아성플러스, 명일동 312-143)",강동구,C,2분,0.001442597,1순위,5점,144
2024,하,신규공급,40A,아성플러스,"서울특별시 강동구 양재대로143길 31(아성플러스, 명일동 312-143)",강동구,C,2분,0.001442597,1순위,5점,144
2024,하,신규공급,28B,오성파크,"서울특별시 강동구 양재대로95길 36-5(오성파크, 성내동 404-14)",강동구,C,5분,0.001442597,1순위,3점,144
2024,하,재공급,27B,WISH희망,"서울특별시 강동구 천호대로168다길 6(WISH희망, 성내동 155-6)",강동구,C,3분,0.001442597,2순위,8점,144
2024,하,재공급,-,홍원하이빌강북6,"서울특별시 강북구 인수봉로82길 26(홍원하이빌강북6, 수유동 291-59)",강북구,C,6분,0.000848101,2순위,6점,67
2024,하,재공급,29B,북한산파크빌,"서울특별시 강북구 삼양로169길 24-36(북한산파크빌, 우이동 163-8, 9)",강북구,C,2분,0.000848101,1순위,7점,67
2024,하,재공급,37A,미아 에스하임,"서울특별시 강북구 도봉로61길 5(미아 에스하임, 미아동 1373)",강북구,C,3분,0.000848101,1순위,5점,67
2024,하,신규공급,27B,명칭없음,"서울특별시 강북구 솔매로41길 32(명칭없음, 미아동 223-4)",강북구,C,3분,0.000848101,1순위,2점,67
2024,하,신규공급,37A,명칭없음,"서울특별시 강북구 솔매로41길 32(명칭없음, 미아동 223-4)",강북구,C,3분,0.000848101,1순위,8점,67
2024,하,신규공급,51A,명칭없음,"서울특별시 강북구 솔매로41길 32(명칭없음, 미아동 223-4)",강북구,C,3분,0.000848101,1순위,8점,67
2024,하,신규공급,27B,명칭없음,"서울특별시 강북구 인수봉로79길 12-4(명칭없음, 수유동 560-2)",강북구,C,8분,0.000848101,2순위,8점,67
2024,하,신규공급,32A,명칭없음,"서울특별시 강북구 인수봉로79길 12-4(명칭없음, 수유동 560-2)",강북구,C,8분,0.000848101,1순위,3점,67
2024,하,신규공급,38A,명칭없음,"서울특별시 강북구 인수봉로79길 12-4(명칭없음, 수유동 560-2)",강북구,C,8분,0.000848101,1순위,3점,67
2024,하,신규공급,48A,명칭없음,"서울특별시 강북구 인수봉로79길 12-4(명칭없음, 수유동 560-2)",강북구,C,8분,0.000848101,1순위,2점,67
2024,하,재공급,26B,STAY온-1,"서울특별시 관악구 남부순환로157길 3(STAY온-1, 신림동 507-20외)",관악구,B,10분,0.000338462,2순위,8점,66
2024,하,재공급,44A,신림파크빌,"서울특별시 관악구 남부순환로155길 30(신림파크빌, 신림동 505-10)",관악구,B,7분,0.000338462,1순위,5점,66
2024,하,재공급,26A,한별 #6,"서울특별시 관악구 남부순환로 1524(한별 #6, 신림동 1571-12)",관악구,B,11분,0.000338462,1순위,8점,66
2024,하,재공급,29A,T&K신림1,"서울특별시 관악구 조원중앙로 59-3(T&K신림1, 신림동 1649-11, 12)",관악구,B,8분,0.000338462,1순위,5점,66
2024,하,재공급,28B,경호빌,"서울특별시 관악구 조원로16가길 41(경호빌, 신림동 537-14)",관악구,B,7분,0.000338462,2순위,6점,66
2024,하,재공급,27B,T&K신림III,"서울특별시 관악구 남부순환로151길 34(T&K신림III, 신림동 510-20)",관악구,B,7분,0.000338462,2순위,10점,66
2024,하,신규공급,34A,T&K신림Ⅳ,"서울특별시 관악구 남부순환로155길 23(T&K신림Ⅳ, 신림동 509-1)",관악구,B,8분,0.000338462,1순위,8점,66
2024,하,신규공급,38A,T&K신림Ⅳ,"서울특별시 관악구 남부순환로155길 23(T&K신림Ⅳ, 신림동 509-1)",관악구,B,8분,0.000338462,1순위,9점,66
2024,하,신규공급,43C,T&K신림Ⅳ,"서울특별시 관악구 남부순환로155길 23(T&K신림Ⅳ, 신림동 509-1)",관악구,B,8분,0.000338462,1순위,8점,66
2024,하,신규공급,27B,나르하우스,"서울특별시 관악구 관천로15길 31(나르하우스, 신림동 470-25)",관악구,B,9분,0.000338462,1순위,3점,66
2024,하,신규공급,35A,나르하우스,"서울특별시 관악구 관천로15길 31(나르하우스, 신림동 470-25)",관악구,B,9분,0.000338462,1순위,6점,66
2024,하,신규공급,48C,나르하우스,"서울특별시 관악구 관천로15길 31(나르하우스, 신림동 470-25)",관악구,B,9분,0.000338462,1순위,9점,66
2024,하,신규공급,27B,꿈의궁전,"서울특별시 관악구 양녕로2길 32(꿈의궁전, 봉천동 885-52)",관악구,B,6분,0.000338462,1순위,6점,66
2024,하,신규공급,37B,꿈의궁전,"서울특별시 관악구 양녕로2길 32(꿈의궁전, 봉천동 885-52)",관악구,B,6분,0.000338462,1순위,8점,66
2024,하,신규공급,29A,A동,"서울특별시 관악구 신림로21길 79(A동, 신림동 1562-10)",관악구,B,8분,0.000338462,1순위,3점,66
2024,하,신규공급,30A,B동,"서울특별시 관악구 신림로21길 79(B동, 신림동 1562-10)",관악구,B,8분,0.000338462,1순위,3점,66
2024,하,신규공급,39A,B동,"서울특별시 관악구 신림로21길 79(B동, 신림동 1562-10)",관악구,B,8분,0.000338462,1순위,5점,66
2024,하,신규공급,46A,B동,"서울특별시 관악구 신림로21길 79(B동, 신림동 1562-10)",관악구,B,8분,0.000338462,1순위,9점,66
2024,하,재공급,44C(여성),하임,"서울특별시 관악구 난곡로30길 23(하임, 신림동 624-34)",관악구,B,22분,0.000338462,1순위,8점,66
2024,하,신규공급,27B,T&K구의,"서울특별시 광진구 자양로36길 17-17(T&K구의, 구의동 65-24 외 1필지)",광진구,B,8분,0.000429825,1순위,8점,49
2024,하,신규공급,32A,T&K구의,"서울특별시 광진구 자양로36길 17-17(T&K구의, 구의동 65-24 외 1필지)",광진구,B,8분,0.000429825,1순위,8점,49
2024,하,신규공급,45A,T&K구의,"서울특별시 광진구 자양로36길 17-17(T&K구의, 구의동 65-24 외 1필지)",광진구,B,8분,0.000429825,1순위,9점,49
2024,하,재공급,32B(남성),지오빌,"서울특별시 광진구 자양번영로3나길 31(지오빌, 자양동 589-5,6)",광진구,B,8분,0.000429825,1순위,3점,49
2024,하,재공급,-,에이스빌,"서울특별시 구로구 경인로33가길 25(에이스빌, 개봉동 147-3 외 1필지)",구로구,C,8분,0.00106087,2순위,5점,122
2024,하,재공급,37A,계림웨스트밸리,"서울특별시 구로구 경인로 70(계림웨스트밸리, 오류동 360)",구로구,C,7분,0.00106087,1순위,5점,122
2024,하,재공급,22B,낙원가우디움,"서울특별시 구로구 고척로27마길 26-11(낙원가우디움, 고척동 241-157)",구로구,C,25분,0.00106087,2순위,6점,122
2024,하,재공급,33A,모던하우스,"서울특별시 구로구 개봉로15길 36-25(모던하우스, 개봉동 332-32,4)",구로구,C,8분,0.00106087,1순위,5점,122
2024,하,재공급,19B,하늘사랑채5차,"서울특별시 구로구 고척로27다길 39-11(하늘사랑채5차, 고척동 241-112)",구로구,C,25분,0.00106087,2순위,7점,122
2024,하,재공급,29B,아이빌11차,"서울특별시 구로구 경인로47다길 20-3(아이빌11차, 고척동 57-19)",구로구,C,12분,0.00106087,1순위,6점,122
2024,하,재공급,28B,오류동 청년주택,"서울특별시 구로구 경인로27길 13(오류동 청년주택, 오류동 31-121)",구로구,C,4분,0.00106087,1순위,5점,122
2024,하,재공급,36A,청정마을,"서울특별시 구로구 가마산로20나길 23(청정마을, 구로동 429-254)",구로구,C,9분,0.00106087,1순위,5점,122
2024,하,재공급,45C,라온에코빌,"서울특별시 구로구 가마산로20길 56(라온에코빌, 구로동 329-48, 83)",구로구,C,7분,0.00106087,1순위,11점,122
2024,하,재공급,28B,삼화에코빌,"서울특별시 구로구 개봉로17나길 106(삼화에코빌, 개봉동 307-13)",구로구,C,6분,0.00106087,1순위,3점,122
2024,하,재공급,36A,대정이오스,"서울특별시 구로구 구로중앙로28길 35-9(대정이오스, 구로동 113-5)",구로구,C,8분,0.00106087,1순위,6점,122
2024,하,재공급,43A,대정이오스,"서울특별시 구로구 오리로13길 50(대정이오스, 오류동 240-7)",구로구,C,9분,0.00106087,1순위,6점,122
2024,하,재공급,-,청춘가옥,"서울특별시 금천구 독산로50길 130-9(청춘가옥, 시흥동 3-123)",금천구,C,33분,0.001,2순위,5점,78
2024,하,재공급,26B,신영오피스텔,"서울특별시 금천구 범안로11길 60(신영오피스텔, 독산동 333-14)",금천구,C,5분,0.001,1순위,4점,78
2024,하,재공급,29B,아이유하임,"서울특별시 금천구 독산로 293(아이유하임, 독산동 1162)",금천구,C,26분,0.001,1순위,3점,78
2024,하,재공급,28A,한별 #3,"서울특별시 금천구 두산로10길 9(한별 #3, 독산동 330-13)",금천구,C,7분,0.001,2순위,6점,78
2024,하,재공급,30A,스타힐스,"서울특별시 금천구 독산로23길 19(스타힐스, 시흥동 840-34, 89)",금천구,C,20분,0.001,1순위,6점,78
2024,하,재공급,여성,A단지,"서울특별시 금천구 독산로33길 34(A단지, 시흥동 849-33)",금천구,C,12분,0.001,2순위,7점,78
2024,하,재공급,-,아이빌 7차,"서울특별시 금천구 독산로20길 13(아이빌 7차, 시흥동 833-13)",금천구,C,25분,0.001,1순위,5점,78
2024,하,재공급,29A(여성),휴먼에코빌4차 B동,"서울특별시 금천구 독산로96길 27-6(휴먼에코빌4차 B동, 독산동 234-22)",금천구,C,22분,0.001,2순위,8점,78
2024,하,재공급,40C(여성),휴먼에코빌4차 B동,"서울특별시 금천구 독산로96길 27-6(휴먼에코빌4차 B동, 독산동 234-22)",금천구,C,22분,0.001,1순위,8점,78
2024,하,재공급,32A,휴먼에코빌1차,"서울특별시 도봉구 도당로13라길 129(휴먼에코빌1차, 방학동 645-39외)",도봉구,B,6분,0.000166667,1순위,5점,13
2024,하,재공급,22B,명칭없음,"서울특별시 도봉구 시루봉로12길 10-15(명칭없음, 방학동 313-7)",도봉구,B,24분,0.000166667,2순위,8점,13
2024,하,재공급,-,제기홈,"서울특별시 동대문구 경동시장로9가길 21(제기홈, 제기동 846-23 외 1필지)",동대문구,B,6분,0.000284404,1순위,7점,31
2024,하,신규공급,29B,서도휴파크,"서울특별시 동대문구 답십리로 252(서도휴파크, 장안동 591)",동대문구,B,24분,0.000284404,1순위,3점,31
